index,question_id,question,correct_answers,majority_answer,category,image_path
168,VizWiz_val_00001008,whats this?,"['tv', 'television', 'old tv monitor', 'monitor', 'television screen']",tv,other,images/1008.jpg
169,VizWiz_val_00001010,What are the letter's I type in to win the prize?,['dbk'],dbk,other,images/1010.jpg
170,VizWiz_val_00001011,What does this say?,"['total was 15$ paid by visa', 'total price', 'total 15.00', 'receipt total amount $15.00', 'apple receipt', 'amount paid1500', 'amount to be paid', 'receipt that shows total $15.00', 'sub total amount paid visa', 'amount paid']",total was 15$ paid by visa,other,images/1011.jpg
171,VizWiz_val_00001013,What letters do I type in to win the prize?,['tlz'],tlz,other,images/1013.jpg
172,VizWiz_val_00001019,What is this?,"['laptop', 'computer', 'laptop computer', 'text document on laptop']",laptop,other,images/1019.jpg
173,VizWiz_val_00001039,What is this?,"['2 water bottles', 'bottle water', '2 water bottles on desk in front computer', 'water', 'waterbottle', 'bottles drinking water', 'water bottles', 'water bottle']",2 water bottles,other,images/1039.jpg
174,VizWiz_val_00001042,Which one of these cards is my slate card?,"['1 at bottom', 'top', '1 on bottom 3', 'on bottom', '1 in very back', 'bottom card', 'top one', 'bottom', 'card on bottom']",bottom card,other,images/1042.jpg
175,VizWiz_val_00001048,Is it chocolate?,['no'],no,yes/no,images/1048.jpg
176,VizWiz_val_00001054,What does the screen say?,"['installing windows', 'installing windows plus more unreadable', 'this screen states that windows installing lists steps installation']",installing windows,other,images/1054.jpg
177,VizWiz_val_00001057,What is the picture?,"['app update screen', 'phone updates', 'app updates', 'update screen', 'list all apps you can update', 'updates', 'list apps to update', 'pending app updates on ipad']",app updates,other,images/1057.jpg
178,VizWiz_val_00001058,How much are the french fries?,"['small $1.29 large $1.99', '$1.29 $1.99', '1.29 1.99', 'small 1.29 large 1.99', '$1.29 small $1.99 large', 'small for $1.29 large for $1.99']",small $1.29 large $1.99,other,images/1058.jpg
179,VizWiz_val_00001079,What does this say on my screen?,"['computer screen showing memory diagnostics', 'windows memory diagnostics', 'checking', 'windows checking for memory problems', 'running memory check', 'checking memory problems', 'windows checking for memory problemsthis might take several minutes', 'windows checking computer', 'windows check for memory issues']",windows memory diagnostics,other,images/1079.jpg
180,VizWiz_val_00001082,What picture did I take? And of what?,"['ipad', 'pic ipad coffee purse next to', 'tablet', 'hulu log in screen', 'huluplus', 'tablet showing hulu plus', 'tablet hulu plus login', 'huluplus screen', 'login screen for hulu plus on tablet']",ipad,other,images/1082.jpg
181,VizWiz_val_00001087,What is the computer screen showing?,"['startup repair message', 'do you want to restore your computer', 'startup repair screen', 'restore', 'startup repair', 'start up repair', 'restart dialog box', 'wants to restart computer using startup repair']",restore,other,images/1087.jpg
182,VizWiz_val_00001090,What's on the screen?,"['blue screen', 'sad face white words', 'problem', ': your computer ran into problem needs to reboot', 'error message', 'your computer ran into problem needs to restart', 'your computer ran into problem', 'computer crashed restarting', 'crash screen', 'computer restarting']",blue screen,other,images/1090.jpg
183,VizWiz_val_00001092,What is this?,"['macbook', 'keyboard', 'computer', 'laptop', 'computer screen keyboard']",keyboard,other,images/1092.jpg
184,VizWiz_val_00001105,Is this a passport?,['yes'],yes,yes/no,images/1105.jpg
185,VizWiz_val_00001112,Which computer is that one?,"['macbook', 'macbook air', 'mac laptop']",macbook,other,images/1112.jpg
186,VizWiz_val_00001126,Whats displayed on the screen?,"['windows loading files', 'computer monitor', 'loading files']",windows loading files,other,images/1126.jpg
187,VizWiz_val_00001129,What letters do I type in to win?,['hko'],hko,other,images/1129.jpg
188,VizWiz_val_00001143,what does the sky look like?,"['overcast', 'cloudy', 'blue', 'mostly cloudy', 'clear', 'grey']",cloudy,other,images/1143.jpg
189,VizWiz_val_00001145,Is this monitor on or off?,['on'],on,other,images/1145.jpg
190,VizWiz_val_00001148,What menu is being displayed on the screen?,"['language screen', 'language', 'language menu', 'tv setup', 'language selection', 'language select']",language,other,images/1148.jpg
191,VizWiz_val_00001154,"What is the captcha, please?","['pabw24nd', 'pavw24nd', 'pabm24nd', 'pabw24nbd']",pabw24nd,other,images/1154.jpg
192,VizWiz_val_00001158,What's written here?,"['wed 03 10 12 10:05 am back in 10 min', 'wed 3 10 12 10:05 am back in 10 mins', 'wed 3 10 12 1005am back in 10 mins', 'back in 10', 'wed 3 10 12 1005 am back in 10 mins', 'wed 3 10 12']",wed 3 10 12 10:05 am back in 10 mins,other,images/1158.jpg
193,VizWiz_val_00001161,Whats in this photo?,"['announcements', 'student announcement dates', 'trinity university asia flyer', 'trinity university online student enrollment schedule', 'card', 'university information', 'university students schedule', 'university announcement', 'online enrollment schedule']",announcements,other,images/1161.jpg
194,VizWiz_val_00001162,Can you please state what's in the photo?,"['announcements', 'announcements for students', 'trinity university asia flyer', 'university enrollment schedule', 'card', 'university information', 'announcement dates for university students', 'university announcement', 'online enrollment december 1 2014']",announcements,other,images/1162.jpg
195,VizWiz_val_00001168,What is this?,"['coke bottle cap', 'shirt pin', 'coca cola coin', 'bottle cap', 'coca cola pin', 'coca cola 1940s metal disk', 'cocoa cola 1940 coin', 'coca cola metal cap', 'not clare']",bottle cap,other,images/1168.jpg
196,VizWiz_val_00001170,What kind of pastries are these?,"['dusted powdered sugar', 'turn overs', 'stuffed', 'puffs', 'croissant', 'cream puffs', 'puff pastry', 'cookies', 'scones']",cookies,other,images/1170.jpg
197,VizWiz_val_00001171,What is this?,"['house plant', 'plant', 'potted plant', 'houseplant']",plant,other,images/1171.jpg
198,VizWiz_val_00001172,What is this?,"['frozen dinner', 'stouffer fettuccini alfredo', 'stouffer', 'this stouffer signature classics fettuccini alfredo', 'fettuccini alfredo', 'fettucine alfredo', 'food', '1 package stouffer signature classics fettuccini alfredo', 'stouffers fettuccini alfredo']",stouffer fettuccini alfredo,other,images/1172.jpg
199,VizWiz_val_00001179,What is it?,"['keyboard', 'laptop']",keyboard,other,images/1179.jpg
200,VizWiz_val_00001181,What is this?,"['nestle pure life water', 'nestle water', 'bottle', 'water', 'water bottle']",water,other,images/1181.jpg
201,VizWiz_val_00001183,What is this?,"['beer bottles', 'beer', 'budweiser beer', '2 bottles budweiser beer', 'budweiser', 'bottle budweiser', '2 beer bottles']",beer,other,images/1183.jpg
202,VizWiz_val_00001184,What is this?,"['herbacil', 'artichoke capsules', 'capsules']",artichoke capsules,other,images/1184.jpg
203,VizWiz_val_00001195,What is this can?,"['pepsi can', 'pepsi', 'pepsi water', 'soda']",pepsi,other,images/1195.jpg
204,VizWiz_val_00001196,What is this?,"['dresser television on top', 'dresser tv on top', 'tv room', 'tv', 'dresser tv on', 'dresser tv', 'table tv', 'living room', 'living room furniture objects', 'room']",dresser television on top,other,images/1196.jpg
205,VizWiz_val_00001197,What is in this box?,"['good sense pain relief pm', 'pain relief medicine', 'medicine', 'pain relief pm caplets', 'pain reliever', 'acetaminophen', 'pain relief pm', 'err']",pain relief pm,other,images/1197.jpg
206,VizWiz_val_00001199,What temperature is the thermostat set to?,"['72', '72 degrees']",72,number,images/1199.jpg
207,VizWiz_val_00001203,What color is this?,['blue'],blue,other,images/1203.jpg
208,VizWiz_val_00001207,What is this?,"['flashlight', 'flash light', '1 watt led aluminum flashlight']",flashlight,other,images/1207.jpg
209,VizWiz_val_00001208,What video game is this?,"['espn nfl 2k', 'football', 'nfl 2k', 'espn nfl 2k5', 'espn 2k5', 'espn 2k football']",football,other,images/1208.jpg
210,VizWiz_val_00001213,What is this?,"['notebook', 'planner', 'book', 'card', 'lilly pulitzer agenda spiral']",notebook,other,images/1213.jpg
211,VizWiz_val_00001214,What are these two packages please?,"['scrambled egg patties', 'cheese', 'scrambled egg patties cheese']",scrambled egg patties,other,images/1214.jpg
212,VizWiz_val_00001215,What is this?,"['barbeque sauce', 'barbecue sauce', 'kc masterpiece hickory', 'bbq sauce', 'hickory brown sugar', 'hickory barbecue sauce']",barbecue sauce,other,images/1215.jpg
213,VizWiz_val_00001216,Which book is that?,"['help', 'book']",help,other,images/1216.jpg
214,VizWiz_val_00001222,What do you see?,"['back car seat', 'headrest', 'car seat', 'back van seat', 'back seat', 'white suitcase']",back car seat,other,images/1222.jpg
215,VizWiz_val_00001226,What is this?,"['painting', 'drawing family', 'drawing', 'pencil drawing', 'sketch', 'sketch woman girl', 'mother child', 'drawing woman child']",drawing,other,images/1226.jpg
216,VizWiz_val_00001228,can you tell where the blackberry bushes in relation to the front door?,"['left', 'no', 'yes', 'near front porch', 'to left', 'just to left front door', 'left side']",to left,other,images/1228.jpg
217,VizWiz_val_00001229,What do you see?,"['forest', 'dirt leaves', 'outside leaves allover ground space trees', 'trees in woods', 'ground', 'leaves', 'dead leaves']",ground,other,images/1229.jpg
218,VizWiz_val_00001240,Is this soap?,"['no', 'hand sanitizer', 'yes']",no,yes/no,images/1240.jpg
219,VizWiz_val_00001242,What is in this box?,"['lasagne', 'special lasagne', 'pecial lasagna', 'lasgne', 'lasagna']",lasagne,other,images/1242.jpg
220,VizWiz_val_00001243,What is this?,"['mouse', 'computer mouse', 'hp wired mouse', 'pc mouse', 'hp mouse']",computer mouse,other,images/1243.jpg
221,VizWiz_val_00001244,What is this?,"['remote', 'remote control', 'tv controller', 'tv remote']",remote,other,images/1244.jpg
222,VizWiz_val_00001247,When does this expire?,"['12 28 2013', 'december 29th 2013', 'dec 28 2013', 'december 28 2013']",dec 28 2013,other,images/1247.jpg
223,VizWiz_val_00001256,What color is my hair?,"['brown', 'light brown', 'dark blonde', 'blonde brunette']",brown,other,images/1256.jpg
224,VizWiz_val_00001257,What is this color?,"['red', 'orange', 'peach', 'pink']",red,other,images/1257.jpg
225,VizWiz_val_00001266,What color is this?,"['blue white grey stripes', 'blue tan white', 'blue white stripe', 'blue tan white stripes', 'grey tan', 'blue', 'grey white', 'navy blue white green light blue stripes', 'blue white stripes', 'grey']",blue white grey stripes,other,images/1266.jpg
226,VizWiz_val_00001268,What is this?,"['wine', 'wine bottle', 'bottle red wine', 'mostly empty wine bottle', 'bottle']",wine,other,images/1268.jpg
227,VizWiz_val_00001270,What color is it?,"['white', 'silver', 'silver white buttons', 'dark grey', 'grey']",silver,other,images/1270.jpg
228,VizWiz_val_00001277,What is this and which color is it?,"['purple jacket', 'purple', 'purple hoodie sweatshirt', 'hoodie purple white green lettering', 'hoodie purple', 'i don»t know purple color', 't shirt', 'not sure what but purple green white']",purple jacket,other,images/1277.jpg
229,VizWiz_val_00001279,What is this?,"['telephone', 'phone', 'phone answering machine', 'cordless phone', 'cordless telephone', 'uniden digital dect 6.0 cordless phone main base']",phone,other,images/1279.jpg
230,VizWiz_val_00001281,what does this say here what is this?,"['reminder to bring medication', 'reminder to patients frame', 'reminder to patients please bring all your medication', 'bring all medicine to doctor visit sign', 'reminder to patients please bring all your medications including non prescriptions', 'bring all your medications including non prescriptions supplements to your office visit', 'thank you', 'reminder to patients to bring all meds prescriptions to visit', 'reminder to patients please bring all your medications to your next office visit', 'medications']",reminder to bring medication,other,images/1281.jpg
231,VizWiz_val_00001286,What are these?,"['black vans', 'shoes', 'vans shoes', 'black vans shoes']",shoes,other,images/1286.jpg
232,VizWiz_val_00001287,what is in this box?,"['frozen dinner', 'traditional baked turkey', 'turkey', 'turkey dinner', 'baked turkey']",traditional baked turkey,other,images/1287.jpg
233,VizWiz_val_00001291,What is it?,"['bottled water', 'water bottle', 'water']",water bottle,other,images/1291.jpg
234,VizWiz_val_00001298,What is this?,"['processed cream cheese spread', 'cream cheese spread', 'puck processed cream cheese spread']",processed cream cheese spread,other,images/1298.jpg
235,VizWiz_val_00001299,What color is the shirt I'm wearing?,"['blackbluelight blue brown flannel', 'green brown plaid', 'blue orange white plaid', 'plaid brown navy white', 'plaid green brown', 'black brown', 'plaid', 'black white', 'black blue plaid', 'white brown blue']",blackbluelight blue brown flannel,other,images/1299.jpg
236,VizWiz_val_00001302,What is this item?,"['automatic door stop', 'door stop', 'doorstop']",automatic door stop,other,images/1302.jpg
237,VizWiz_val_00001306,What color is this?,"['grey', 'black', 'white grey', 'white']",grey,other,images/1306.jpg
238,VizWiz_val_00001311,What color is this?,"['multicolored', 'white pure flowers', 'white purple flowers', 'white background purple flowers green leaves', 'white', 'green purple', 'white purple green', 'white black purple green']",white purple flowers,other,images/1311.jpg
239,VizWiz_val_00001314,Where is the printer?,"['on table', 'on small table under white board', 'on top folding table', 'table', 'to left door frame', 'against wall', 'gffdg']",on table,other,images/1314.jpg
240,VizWiz_val_00001315,What kind of cough drops are these?,"['honey lemon', 'premier value honey lemon', 'premier value', 'honey lemon premier value brand', 'cough']",honey lemon,other,images/1315.jpg
241,VizWiz_val_00001316,what is this? what it is this?,"['remote', 'remote control', 'tv remote', 'we']",remote,other,images/1316.jpg
242,VizWiz_val_00001324,What does this look like?,"['flower patterned fabric', 'bedsheet flowers', 'sheets', 'flower pattern blue purple green', 'blue flower paisley', 'floral pattern', 'bright floral print', 'flowers', 'blanket', 'colorful']",flower patterned fabric,other,images/1324.jpg
243,VizWiz_val_00001331,"Is there anything on this tin that could help me identify the name of it, the brand or anything?","['no', 'nothing also found nothing on google image search', 'this scent bottle', 'i do not see anything on this side tin perhaps something on bottom']",no,yes/no,images/1331.jpg
244,VizWiz_val_00001332,What does this bag say?,"['croutons', 'premium croutons']",premium croutons,other,images/1332.jpg
245,VizWiz_val_00001343,What is this?,"['dollar bill', '1 dollar bill', 'dollar', '1', '$1 bill', '1 us dollar bill']",1 dollar bill,other,images/1343.jpg
246,VizWiz_val_00001345,"What box am I looking at, as in what does the box contain?","['granola bar box', 'nature valley roasted almond granola bars', 'granola bars', 'nature valley', 'roasted almond granola bars', 'nature valley crunchy granola bars roasted almond flavor', 'roasted almond crunchy granola bars']",granola bars,other,images/1345.jpg
247,VizWiz_val_00001346,What is this product?,"['netgear', 'netgear wifi adapter', 'wi fi adapter', 'software', 'netgear universal wifi adapter for smart tv bluray', 'wifi adaptor', 'universal adapter for smart tv blu ray', 'universal wi fi']",netgear,other,images/1346.jpg
248,VizWiz_val_00001348,what is this?,"['ink pen', 'pen']",pen,other,images/1348.jpg
249,VizWiz_val_00001349,What is this?,"['dog', 'weiner dog', 'dachshund']",dog,other,images/1349.jpg
250,VizWiz_val_00001351,What is this?,"['candy', 'strawberry hard candy', 'piece candy', 'strawberry candy', 'sdgaegr']",candy,other,images/1351.jpg
251,VizWiz_val_00001354,What color is this?,"['white', 'cloth']",white,other,images/1354.jpg
252,VizWiz_val_00001356,What is in this can?,"['sliced carrots', 'carrots', 'can', 'slice carrots']",carrots,other,images/1356.jpg
253,VizWiz_val_00001362,How much fat does it contain?,"['8 g', 'g', 'g per serving 3 servings per container', '12%', '8 grams']",g,other,images/1362.jpg
254,VizWiz_val_00001363,Can you read anything on this label?,"['yes', 'anti gravity slippers easyspirit', 'anti gravity slippers easy spirit', 'tag to anti gravity slippers']",yes,yes/no,images/1363.jpg
255,VizWiz_val_00001368,Can you see the fragrance on this bottle of Freebeze?,"['no', 'cant see lable']",no,yes/no,images/1368.jpg
256,VizWiz_val_00001370,What is this?,"['tablet', 'phone', 'ipad', 'tablet computer', 'cell phone']",tablet,other,images/1370.jpg
257,VizWiz_val_00001374,What is this item?,"['notebook', 'paid', 'tablet', 'notepad', 'book', 'spiral bound notebook']",notebook,other,images/1374.jpg
258,VizWiz_val_00001377,Does it look sunny outside?,"['yes', 'yes does']",yes,yes/no,images/1377.jpg
259,VizWiz_val_00001381,"Is there a chest piece in this picture? If so, where?",['no'],no,yes/no,images/1381.jpg
260,VizWiz_val_00001385,"Do you see the river from there, from this perspective?",['yes'],yes,yes/no,images/1385.jpg
261,VizWiz_val_00001386,What is this?,"['remote control', 'remote', 'dvd player tv remote', 'tv remote']",remote control,other,images/1386.jpg
262,VizWiz_val_00001387,What does this card say?,"['$150 reward when you sign up for chase card', '$150 gift card', '$150 gift card when you open chase account', 'chase $150 gift card', '$150 yours when you open qualifying chase checking account', 'chase gift card', '$150 yours', 'chase $150 gift card when you open checking account', '150']",$150 gift card,other,images/1387.jpg
263,VizWiz_val_00001389,What is this?,"['guava ginseng', 'tea']",tea,other,images/1389.jpg
264,VizWiz_val_00001396,What soda is this?,"['diet pepsi max', 'pepsi max', 'diet pepsi']",diet pepsi max,other,images/1396.jpg
265,VizWiz_val_00001397,What is this object?,"['tv remote', 'remote control', 'remote']",tv remote,other,images/1397.jpg
266,VizWiz_val_00001400,What type of soda is this?,"['moutain dew code red', 'mountain dew code red', 'mountain dew', 'mountain dew: code red', 'code red']",mountain dew code red,other,images/1400.jpg
267,VizWiz_val_00001401,What is this?,"['telephone', 'cordless phone', 'phone', 'cell phone', 'missed call message phone']",phone,other,images/1401.jpg
268,VizWiz_val_00001402,What color is this shirt?,['grey'],grey,other,images/1402.jpg
269,VizWiz_val_00001403,What color is this sweater?,['black'],black,other,images/1403.jpg
270,VizWiz_val_00001406,What is this picture of?,"['this mouse picture', 'computer mouse', 'mouse']",computer mouse,other,images/1406.jpg
271,VizWiz_val_00001407,What does this say?,"['macbook pro', 'mac book pro', 'air book pro', 'macbookpro']",macbook pro,other,images/1407.jpg
272,VizWiz_val_00001412,What is that?,"['robe hanging on door', 'plaid shirt hanging on door', 'door', 'wefwef', 'robe', 'plaid shirt', 'shirt', 'shirt hanging on door']",robe,other,images/1412.jpg
273,VizWiz_val_00001413,What kind of cookies are these?,"['oreos', 'double stuff oreo', 'double stuffed oreos', 'double stuf oreos', 'double stuff oreos']",double stuff oreo,other,images/1413.jpg
274,VizWiz_val_00001415,Is this a can of beans?,['yes'],yes,yes/no,images/1415.jpg
275,VizWiz_val_00001418,What is on this Captcha please?,"['d8kk', 'd 8 k k']",d8kk,other,images/1418.jpg
276,VizWiz_val_00001420,What color is my shirt?,"['dark brown', 'black', 'brown', 'black white']",black,other,images/1420.jpg
277,VizWiz_val_00001426,What is this bottle?,"['stain odor eliminator', 'spot shot carpet', 'bottle disinfectant', 'spot shot', 'carpet stain remover', 'cleaner', 'spot shout']",spot shot,other,images/1426.jpg
278,VizWiz_val_00001428,What flavor is this?,"['dark chocolate peanut almond', 'chocolate', 'dark chocolate peanut almonds']",dark chocolate peanut almond,other,images/1428.jpg
279,VizWiz_val_00001429,What kind is this?,"['cake frosting', 'vanilla', 'whipped vanilla frosting', 'betty crocker', 'vanilla frosting', 'whipped vanilla']",vanilla,other,images/1429.jpg
280,VizWiz_val_00001434,Can you see the model of this tablet device?,"['cyberpad', 'no', 'cyberpad 4th generation', 'cyber pad', 'yes', '4.3 tablet pc']",cyberpad,other,images/1434.jpg
281,VizWiz_val_00001437,What is this?,"['football', 'purple orange plush football gator on', 'gators football', 'gators soft football', 'stuffed football', 'stuffed orange blue football', 'purple football', 'fl gators']",football,other,images/1437.jpg
282,VizWiz_val_00001440,What color are the three wires from left to right?,"['red black white', 'red black yell', 'ergerg']",red black white,other,images/1440.jpg
283,VizWiz_val_00001443,what's in the picture?,"['coffee table', 'table', 'coffe table', 'coffee table tile floor 3 people glass pitcher serving bowl bank throw rugs tin foil', 'brown coffee table']",coffee table,other,images/1443.jpg
284,VizWiz_val_00001447,What title is this?,"['seventies', 'cd', 'framed picture']",seventies,other,images/1447.jpg
285,VizWiz_val_00001448,What kind of soda is this?,"['cherry coke', 'cherry coca cola', 'coca cola cherry', 'coke']",cherry coca cola,other,images/1448.jpg
286,VizWiz_val_00001453,Can you see what the saying is?,"['yes', 'no', 'oh great spirit homily']",yes,yes/no,images/1453.jpg
287,VizWiz_val_00001455,What is this? What is this?,"['office', 'chairs', 'office chair', 'chair', 'desk chair', 'home office', '2 desk chairs']",office,other,images/1455.jpg
288,VizWiz_val_00001457,What is this?,"['over door hook wreath hanger', 'hook', 'hook over door', 'board', 'coat hook', 'heavy duty hook placed over cubicle divider']",hook,other,images/1457.jpg
289,VizWiz_val_00001459,What color jewelry should I wear with this outfit?,"['silver', 'white', 'gold', 'black']",silver,other,images/1459.jpg
290,VizWiz_val_00001460,What kind of coffee is this?,"['hazelnut', 'hazelnut noisette']",hazelnut,other,images/1460.jpg
291,VizWiz_val_00001461,What color is this yarn?,"['purple', 'light pink', 'pink', 'lavender', 'rose pink']",purple,other,images/1461.jpg
292,VizWiz_val_00001462,What color is the car in this photograph?,['white'],white,other,images/1462.jpg
293,VizWiz_val_00001467,What is the picture of?,"['foot', 'foot scratch on']",foot,other,images/1467.jpg
294,VizWiz_val_00001469,What is this?,"['mini chips ahoy cookies', 'mini chips ahoy', 'chips ahoy mini', 'chips ahoy', 'cookies']",mini chips ahoy,other,images/1469.jpg
295,VizWiz_val_00001470,What is this?,"['smart water', 'water bottle', 'water', 'smartwater']",smart water,other,images/1470.jpg
296,VizWiz_val_00001471,What does this knob say?,"['whites colors high heat cool down', 'white colors', 'whites colors', 'whites colors study permanent delicate permanent press', 'whites']",white colors,other,images/1471.jpg
297,VizWiz_val_00001472,what color is my shirt?,"['black white', 'blue white black', 'black', 'blue', 'navy', 'black white emblem']",black white,other,images/1472.jpg
298,VizWiz_val_00001474,What is this?,"['keys', 'keyboard', 'laptop keyboard']",keyboard,other,images/1474.jpg
299,VizWiz_val_00001475,Is it a sofa or a table?,"['table', 'this table']",table,other,images/1475.jpg
300,VizWiz_val_00001476,What is it?,"['tonic water', 'indian tonic water by sainsburys', 'indian tonic water', 'indian tonic water sainsburys']",tonic water,other,images/1476.jpg
301,VizWiz_val_00001479,Can you tell me the content of this notice?,['no smoking'],no smoking,other,images/1479.jpg
302,VizWiz_val_00001481,what's this? what's this?,"['thomas train', 'i see thomas train', 'thomas tank engine', 'train', 'fdgdfg']",thomas train,other,images/1481.jpg
303,VizWiz_val_00001482,What is this?,"['phone box', 'iphone', 'iphone box', 'phone', 'cellphone', 'cell phone box', 'smartphone', 'smart phone']",iphone,other,images/1482.jpg
304,VizWiz_val_00001484,Can you please tell me what each brand is--left and right?,"['dove lady speed stick', 'dove speedstick', 'left dove right lady speed stick', 'both deodorant', '1 on left dove 1 on right lady speed stick by mennen', 'dove on left lady speed stick on right']",dove lady speed stick,other,images/1484.jpg
305,VizWiz_val_00001485,What is this?,"['coffee cup', 'mug', 'teacup', 'white red cup', 'coffee mug']",mug,other,images/1485.jpg
306,VizWiz_val_00001486,Can you tell me what kind of phone this is?,"['l g', 'lg', 'android', 'yes']",lg,other,images/1486.jpg
307,VizWiz_val_00001487,What does the coffee cup say?,"['gt', 'mug', 'ct']",gt,other,images/1487.jpg
308,VizWiz_val_00001490,What movie is this?,"['sdfds', 'musical', 'abba', 'bridesmaids', 'abba movie']",abba,other,images/1490.jpg
309,VizWiz_val_00001491,What is in this package please?  Pudding or apple sauce?,"['chocolate pudding', 'pudding', 'kraft chocolate pudding', 'chocolate']",pudding,other,images/1491.jpg
310,VizWiz_val_00001494,What is this?,"['house', 'house at night']",house,other,images/1494.jpg
311,VizWiz_val_00001496,What color is this?,"['white', 'grey']",grey,other,images/1496.jpg
312,VizWiz_val_00001497,What is this?,"['kitchen knife', 'knife', 'butter knife', 'table knife']",butter knife,other,images/1497.jpg
313,VizWiz_val_00001498,What is this?,"['blackberry cell phone', 'blackberry', 'phone', 'cell phone', 'cellphone']",blackberry cell phone,other,images/1498.jpg
314,VizWiz_val_00001503,"Hi, can you tell me what color this t-shirt is, please?","['white', 'green', 'light green', 'very light green']",white,other,images/1503.jpg
315,VizWiz_val_00001507,What color is this shirt please?,"['grey', 'shirt', 'blue', 'black']",grey,other,images/1507.jpg
316,VizWiz_val_00001512,What type of Doritos are these?,"['ranch', 'cool ranch']",cool ranch,other,images/1512.jpg
317,VizWiz_val_00001513,What flavor is this?,"['beef', 'beef flavored', 'beef flavored broth', 'beef flavor', 'this beef flavor']",beef,other,images/1513.jpg
318,VizWiz_val_00001516,What kind of soda is this?,"['stars stripes lemon lime', 'lemon lime', 'loopy lime', 'stars stripes', 'lime', 'sprite', 'green']",lemon lime,other,images/1516.jpg
319,VizWiz_val_00001519,What kind of soup is this?,"['pot roast', 'campbells chunky', 'office', 'campbells', 'chunky beef stew', 'chunky', 'chunky pot pie', 'chunky pot roast']",pot roast,other,images/1519.jpg
320,VizWiz_val_00001522,Is there anybody in the hallway?,"['no person in hallway', 'no']",no,yes/no,images/1522.jpg
321,VizWiz_val_00001523,What's this?,"['cellphone', 'phone', 'cell phone', 'apple iphone', 'smart phone', 'mobile phone']",phone,other,images/1523.jpg
322,VizWiz_val_00001524,What is the product?,"['blue mouse boulder', 'blue moose', 'cheese', 'dip', 'blue moose boulder', 'blue moose boulder all natural dip']",blue moose,other,images/1524.jpg
323,VizWiz_val_00001527,What is this?,"['couch', 'black couch', 'couch throw pillows blanket', 'sofa']",couch,other,images/1527.jpg
324,VizWiz_val_00001533,What does it say?,"['perry ellis portfolio 2 pairs mens hosiery', 'kk', '2 pairs', 'perry ellis portfolio mens hosiery', 'perry ellis portfolio', 'perry ellis portfolio mens hosiery 2 pairs', '2 pair mens hosiery socks']",perry ellis portfolio,other,images/1533.jpg
325,VizWiz_val_00001537,What is on my screen?,"['letter symbols', 'appears to be glyphs fonts', 'greek alphabet', 'periodic table', 'alphabet letters', 'letters', 'letters symbols', 'symbols', 'letter']",greek alphabet,other,images/1537.jpg
326,VizWiz_val_00001539,What is this?,['vase'],vase,other,images/1539.jpg
327,VizWiz_val_00001540,What is this?,"['diet coke soda', 'diet coke can', 'diet coke', 'can diet coke', 'coke', 'soda']",diet coke,other,images/1540.jpg
328,VizWiz_val_00001541,what color is this?,"['blue grey', 'grey', 'charcoal', 'unusable image', 'black']",grey,other,images/1541.jpg
329,VizWiz_val_00001546,What is this photo?,"['concrete crack in', 'floor', 'crack in sidewalk', 'ground', 'cracked pavement', 'outside', 'concrete', 'cement']",concrete,other,images/1546.jpg
330,VizWiz_val_00001552,What is this?,"['telephone', 'phone', 'digital phone', 'office phone']",telephone,other,images/1552.jpg
331,VizWiz_val_00001555,Is this Life is Beautiful?,"['no', 'no does not look like']",no,yes/no,images/1555.jpg
332,VizWiz_val_00001556,What color is this shirt?,"['tan', 'brown', 'beige', 'pinkish', 'gold', 'grey color']",tan,other,images/1556.jpg
333,VizWiz_val_00001562,What color are these wine glasses?,"['green', 'clear green', 'clear green on bottom', 'light green', 'green clear']",clear green,other,images/1562.jpg
334,VizWiz_val_00001564,what kinda soda is this?,"['mountain dew', 'mtn dew']",mtn dew,other,images/1564.jpg
335,VizWiz_val_00001571,What color is it?,"['grey', 'white', 'faded black']",grey,other,images/1571.jpg
336,VizWiz_val_00001572,Which chocolate bar is it? Snickers or Mars?,['mars'],mars,other,images/1572.jpg
337,VizWiz_val_00001573,What is this?,"['coffee mug straw', 'superbowl 28 coffee cup blue straw', 'mug', 'cup milk', 'coffe cup pen in', 'coffee cup coffee spoon in', 'cup', 'coffee cup']",cup milk,other,images/1573.jpg
338,VizWiz_val_00001575,"Whats this shirt look like, thanks?","['tie dye', 'flowers', 'like tye dye', 'colorful', 'white color stains', 'multi color white background', 'tie dyed', 'white multi colored forms', 'white green pink']",tie dye,other,images/1575.jpg
339,VizWiz_val_00001579,Can you tell me what this is?,"['display for girls toy', 'bulletin board', 'barbie accessories', 'pictures dolls', 'photos doll furniture accessories', 'artwork on wall', 'book', 'cartoons', 'childs play toy']",book,other,images/1579.jpg
340,VizWiz_val_00001580,What is this?,"['massage bar', 'soap', 'lotion', 'massaging bar', 'massage bar soap', 'pillow']",massage bar,other,images/1580.jpg
341,VizWiz_val_00001582,What are these?,"['fritos chili cheese chips', 'fritos', 'chili cheese fritos', 'fritos chili cheese', 'fritos chips', 'fritos chili cheese flavor']",fritos,other,images/1582.jpg
342,VizWiz_val_00001583,What is this?,"['laundry detergent', 'all might pacs laundry detergent', 'all mighty pacs concentrated laundry detergent', 'all laundry detergent', 'all mighty pacs laundry detergent', 'laundry soap pods', 'laundry detergent packets', 'detorgent']",laundry detergent,other,images/1583.jpg
