question_id,image_path,question,choices,correct_answer,predicted_answer,raw_confidence,is_correct
207,images/207.jpg,What animal is next to the baby animal?,"['rooster', 'chicken', 'cow', 'hen']",cow,Cow,0.9423590302467346,1
208,images/208.jpg,What do people do with the items purchased at this corner?,"['sell them', 'eat them', 'wear them', 'display them']",eat them,Eat them,0.5672914385795593,1
209,images/209.jpg,Which snowboarder will have a harder time standing up?,"['both', 'neither', 'red board', 'white board']",white board,Red board,0.4816355109214782,0
210,images/210.jpg,If this is a grand slam which must it be?,"['wimbledon', 'french open', 'australian open', 'us open']",wimbledon,Us open,0.3873648047447204,0
211,images/211.jpg,What is hanging on the right wall next the desk?,"['towels', 'diplomas', 'pictures', 'coats']",coats,Coats,0.5574116110801697,1
212,images/212.jpg,What fruit is the clock shaped as?,"['orange', 'pineapple', 'apple', 'pear']",apple,Apple,0.9566319584846495,1
213,images/213.jpg,What is the most likely age of the person?,"['eight', '24', '90', '52']",90,90,0.8774132132530212,1
214,images/214.jpg,What kind of bus is this?,"['tour bus', 'cargo bus', 'public transport', 'school bus']",public transport,Public transport,0.5003790259361267,1
215,images/215.jpg,Which vegetable in this soup is heart shaped?,"['lima bean', 'carrot', 'onion', 'tomato']",carrot,Carrot,0.9562779664993286,1
216,images/216.jpg,Where were these pieces of fruit likely purchased?,"['roadside stand', 'online', 'grocery store', 'farm']",grocery store,Grocery store,0.9243038296699524,1
217,images/217.jpg,These horses are used for what?,"['breeding', 'plowing', 'racing', 'show']",plowing,Plowing,0.9957555532455444,1
218,images/218.jpg,What type of shelves are these?,"['bakery', 'book', 'grocery', 'shoe']",bakery,Bakery,0.8649831414222717,1
219,images/219.jpg,What type of venue might this be?,"['town hall', 'airport', 'concert hall', 'train station']",airport,Airport,0.9896289706230164,1
220,images/220.jpg,Which vehicle is closest to the transport hub?,"['red car', 'truck trailer', 'orange tractor', 'truck cab']",orange tractor,Truck trailer,0.4037708640098572,0
221,images/221.jpg,What are the people tying?,"['score', 'shoes', 'kite', 'bowtie']",kite,Kite,0.9214468598365784,1
222,images/222.jpg,What is the man riding?,"['motorcycle', 'skateboard', 'bicycle', 'scooter']",skateboard,Skateboard,0.9933353662490844,1
223,images/223.jpg,Who might be helping the girl?,"['no one', 'parents', 'other kids', 'priest']",parents,Parents,0.9135259985923768,1
224,images/224.jpg,What type of container is near the benches?,"['ticket', 'trash', 'food', 'water']",trash,Trash,0.9838714599609376,1
225,images/225.jpg,What type of sign is visible?,"['directional', 'traffic', 'price', 'brand']",traffic,Traffic,0.8072237372398376,1
226,images/226.jpg,What other sports might be played on this surface?,"['badminton', 'golf', 'snowboarding', 'tennis']",snowboarding,Snowboarding,0.4498951733112335,1
227,images/227.jpg,Given the position of the bat and ball the batter most likely?,"['missed', 'fouled', 'popped up', 'grounded out']",missed,Missed,0.3404120206832886,1
228,images/228.jpg,What industry is this man likely working in?,"['travel', 'construction', 'medical', 'restaurant']",restaurant,Restaurant,0.9972748160362244,1
229,images/229.jpg,What is needed to control the large object?,"['computer', 'battery', 'string', 'remote']",string,String,0.9605445861816406,1
230,images/230.jpg,What kind of fruit is used for decorating?,"['mangoes', 'apples', 'bananas', 'oranges']",oranges,Oranges,0.9076516032218932,1
231,images/231.jpg,Where does this fruit grow?,"['logs', 'sea', 'trees', 'ground']",trees,Trees,0.6725561618804932,1
232,images/232.jpg,What indicates a baby is present?,"['mother', 'pacifier', 'crib', 'cake']",pacifier,Pacifier,0.9428147077560424,1
233,images/233.jpg,What social activity might this person engage in at night this day?,"['drinking', 'marriage ceremony', 'political rally', 'business meeting']",drinking,Drinking,0.9572238326072692,1
234,images/234.jpg,What leavening is used in this item?,"['salt', 'baking powder', 'sourdough starter', 'yeast']",yeast,Yeast,0.9870965480804444,1
235,images/235.jpg,What meal might be eaten at the time shown on the clock?,"['supper', 'tea', 'breakfast', 'elevenses']",tea,Elevenses,0.4152769148349762,0
236,images/236.jpg,What is the relationship of the people at the back to the man wearing an orange hat?,"['students', 'family members', 'friends', 'customers']",customers,Family members,0.6526994109153748,0
237,images/237.jpg,What are these women controlling?,"['game', 'car', 'robot', 'plane']",game,Game,0.7235536575317383,1
238,images/238.jpg,How many different devices can show a picture?,"['three', 'one', 'four', 'two']",four,2,0.7613391876220703,0
239,images/239.jpg,What kind of bike is this?,"['unicycle', 'vespa', 'bmx', 'motorcycle']",vespa,Vespa,0.9196920990943908,1
240,images/240.jpg,What type of dinnerware do the people seem to be using?,"['porcelain', 'wooden', 'steel', 'disposable']",disposable,Porcelain,0.4091149866580963,0
241,images/241.jpg,Why is the man holding an umbrella?,"['hail', 'rain', 'sun', 'snow']",rain,Rain,0.879950225353241,1
242,images/242.jpg,This railcar is travelling at what position relative to the street-level?,"['at streer-level', 'elevated', 'underground', 'under water']",underground,Elevated,0.9213932156562804,0
243,images/243.jpg,The guy on the beach towel is readying the item to do what with it most likely?,"['wear', 'lie', 'fly', 'swim']",fly,Fly,0.9812231063842772,1
244,images/244.jpg,What might be drunk from this glasses?,"['coke', 'wine', 'juice', 'beer']",wine,Wine,0.970771551132202,1
245,images/245.jpg,Which territory is this area located?,"['russia', 'britain', 'canada', 'america']",britain,Britain,0.8973901867866516,1
246,images/246.jpg,What type of region is this likely?,"['farm', 'coastal', 'deserted', 'city']",city,City,0.3958956003189087,1
247,images/247.jpg,The man is looking in what direction?,"['up', 'behind', 'sideways', 'down']",up,Down,0.3800079226493835,0
248,images/248.jpg,This person in this picture is likely to be a?,"['woman', 'little boy', 'man', 'little girl']",man,Woman,0.9005851149559021,0
249,images/249.jpg,Which flavor most closely describes the bright yellow stuff?,"['bland', 'meaty', 'sweet', 'cheesy']",sweet,Cheesy,0.7777483463287354,0
250,images/250.jpg,What city is this location?,"['taipei', 'osaka', 'gdansk', 'shanghai']",osaka,Osaka,0.9284935593605042,1
251,images/251.jpg,What is the name of the sport the man is participating in?,"['waterboarding', 'sailboating', 'waterskiing', 'skateboarding']",waterboarding,Waterskiing,0.9068624377250672,0
252,images/252.jpg,What is the shape on top of the cake?,"['dirt', 'peanut', 'flower', 'mm']",flower,Flower,0.9639001488685608,1
253,images/253.jpg,How many guests have checked into this room?,"['four', 'none', 'none', 'six']",none,0,0.6362871527671814,0
254,images/254.jpg,What type of vehicles are sitting outside of the store?,"['car', 'motorcycle', 'bicycle', 'train']",motorcycle,Motorcycle,0.9868396520614624,1
255,images/255.jpg,What is the number mentioned in the t shirt of the girl who is playing?,"['21', '13', '31 and', '51']",21,13,0.3530133664608001,0
256,images/256.jpg,Where is the horse currently located?,"['barn', 'farm', 'house', 'field']",barn,Barn,0.869686484336853,1
257,images/257.jpg,What is the person on this vase doing?,"['fighting', 'chariot racing', 'horse training', 'horse theft']",chariot racing,Chariot racing,0.7923004627227783,1
258,images/258.jpg,What kind of show is the man on?,"['cooking show', 'reality show', 'talk show', 'movie']",talk show,Talk show,0.972881555557251,1
259,images/259.jpg,What animals are in the front of the photo?,"['horse', 'cat', 'dog', 'elephant']",horse,Dog,0.5308783650398254,0
260,images/260.jpg,What treat can be made with this fruit and ice cream?,"['cone', 'banana split', 'macaroon', 'macadamia cookies']",banana split,Banana split,0.9819853901863098,1
261,images/261.jpg,What are the ski poles used for?,"['fashion', 'pushing off', 'ice picks', 'snow shovelling']",pushing off,Pushing off,0.8555929660797119,1
262,images/262.jpg,What is the rectangular object in the back left used to do?,"['blend food', 'watch tv', 'store bread', 'cook food']",watch tv,Blend food,0.3598703742027282,0
263,images/263.jpg,Which car hold the most people?,"['black car', 'white van', 'blue car', 'silver car']",white van,Blue car,0.4560454189777374,0
264,images/264.jpg,Where do the men work?,"['bank', 'library', 'airport', 'restaurant']",airport,Airport,0.9949171543121338,1
265,images/265.jpg,Why is the man jumping on the red pipe?,"['to dodge', 'to sit', 'to grind', 'to roll']",to grind,To grind,0.5104301571846008,1
266,images/266.jpg,Which height he jumps?,"['11 inch', '16 inch', '17inch', '10 inch']",16 inch,17 inch,0.9734749794006348,0
267,images/267.jpg,How many vehicles have their lights on?,"['three', 'one', 'none', 'two']",two,1,0.4999746084213257,0
268,images/268.jpg,What comic book hero is sitting on top of the TV?,"['spiderman', 'wonder woman', 'batman', 'superman']",spiderman,Spiderman,0.8503126502037048,1
269,images/269.jpg,What type of league is the batter in?,"['little league', 'high school', 'minor league', 'intramural']",little league,Little league,0.9465702772140504,1
270,images/270.jpg,What time in approximately 31 minutes?,"['110', 'midnight', '1000', 'midday']",1000,1000,0.9194698929786682,1
271,images/271.jpg,What is on the laps of each of the women?,"['paper', 'children', 'phones', 'bag']",bag,Bag,0.3932903707027435,1
272,images/272.jpg,What do people gain when they eat too many of these?,"['hair', 'kindness', 'weight', 'intelligence']",weight,Weight,0.9510265588760376,1
273,images/273.jpg,What room is this most likely to be happening in?,"['bathroom', 'living room', 'outside', 'hallway']",living room,Living room,0.9916343688964844,1
274,images/274.jpg,What is the man on TV doing?,"['playing basketball', 'singing', 'surfing', 'boxing']",singing,Singing,0.9763529896736144,1
275,images/275.jpg,The yellow truck on the sidewalk is concerned with what activity?,"['packages', 'roads', 'food', 'fire']",food,Food,0.9600827693939208,1
276,images/276.jpg,What type of buildings are located here?,"['residential', 'high rises', 'tiny homes', 'commercial']",residential,Residential,0.9947040677070618,1
277,images/277.jpg,What is in front of the monitor?,"['keyboard', 'phone', 'mouse', 'headphones']",keyboard,Keyboard,0.8024891018867493,1
278,images/278.jpg,What are these types of candles called?,"['beeswax', 'tea lights', 'birthday', 'rush lights']",tea lights,Tea lights,0.6969072222709656,1
279,images/279.jpg,What color phone does the woman in the blue outfit have?,"['green', 'yellow', 'red', 'blue']",yellow,Yellow,0.6326203346252441,1
280,images/280.jpg,What is this dish being cooked in?,"['wok', 'stock pot', 'frying pan', 'teapot']",wok,Wok,0.8652806878089905,1
281,images/281.jpg,How do we know this woman is at work?,"['signage', 'surroundings', 'helping customer', 'wearing uniform']",wearing uniform,Uniform,0.8836764693260193,0
282,images/282.jpg,What is the closest item providing light?,"['lamp', 'flashlight', 'candle', 'lantern']",candle,Candle,0.8767005205154419,1
283,images/283.jpg,The people on laptops seem most likely to be part of what group?,"['work', 'friends', 'class', 'competition']",class,Class,0.9345821142196656,1
284,images/284.jpg,How would you cut the vegetables?,"['fork', 'knife', 'hands', 'peeler']",peeler,Knife,0.8862048983573914,0
285,images/285.jpg,Is the man going to the mountain in the background?,"['absolutely no', 'yes', 'absolutely yes', 'probably yes']",absolutely no,Yes,0.6429747939109802,0
286,images/286.jpg,What type of animals are on the grass?,"['zebra', 'lion', 'bear', 'tiger']",zebra,Zebra,0.9970086216926576,1
287,images/287.jpg,What does the cat have his paw up against?,"['book', 'mouse', 'toilet', 'desk']",desk,Desk,0.5817233920097351,1
288,images/288.jpg,The glasses contain only this beverage type?,"['juice', 'beer', 'water', 'bourbon']",beer,Beer,0.9775015115737916,1
289,images/289.jpg,What is keeping the animals all in one place?,"['mountains', 'fear', 'fence', 'guns']",fence,Fence,0.9988007545471193,1
290,images/290.jpg,What season of the year is shown here?,"['early summer', 'fall-winter', 'summer', 'late spring']",fall-winter,Fall-winter,0.6759001612663269,1
291,images/291.jpg,Whos is sitting in the chair?,"['man', 'girl man', 'no one', 'girl']",girl man,Man,0.6396267414093018,0
292,images/292.jpg,What pattern shirt is the man wearing?,"['polka dot', 'argyle', 'solid color', 'stripes']",stripes,Stripes,0.9747619032859802,1
293,images/293.jpg,How many buses are shown in the streets?,"['two', 'one', 'three', 'four']",three,1,0.5417851805686951,0
294,images/294.jpg,What brand of soda is the can in the car?,"['sprite', 'coca cola', 'pepsi', 'mountain dew']",pepsi,Coca cola,0.411915510892868,0
295,images/295.jpg,What type of transportation is this?,"['road', 'rail', 'water', 'air']",road,Road,0.9006715416908264,1
296,images/296.jpg,What is the stuffed animal touching instead of the tennis player?,"['racquet', 'remote', 'screen', 'tennis ball']",screen,Screen,0.8429585099220276,1
297,images/297.jpg,What type of shot is the woman about to hit?,"['forehand', 'serve', 'backhand', 'slice']",forehand,Forehand,0.4053622186183929,1
298,images/298.jpg,What type of road structure is near?,"['toll booth', 'tunnel', 'bridge', 'intersection']",intersection,Intersection,0.9695639610290528,1
299,images/299.jpg,What material is the squared off building in the background made from?,"['steel', 'glass', 'wood', 'clay']",clay,Wood,0.6378967761993408,0
300,images/300.jpg,How many people can sit at the table?,"['two', 'eight', 'six', 'four']",four,4,0.5025004744529724,0
301,images/301.jpg,The bag which the cat is standing is used for what?,"['groceries', 'travel', 'school', 'purse']",travel,Travel,0.9953508377075196,1
302,images/302.jpg,Why is the person using an umbrella?,"['rain', 'snow', 'sun', 'costume']",sun,Sun,0.9454699158668518,1
303,images/303.jpg,What does the man have on his head?,"['earmuffs', 'hat', 'shower cap', 'headphones']",headphones,Headphones,0.9104218482971193,1
304,images/304.jpg,What type of bottles are on the table?,"['beer', 'wine', 'juice', 'soda']",beer,Beer,0.9900012016296388,1
305,images/305.jpg,How many skateboards are in the picture?,"['four', 'six', 'three', 'five']",three,3,0.4126118123531341,0
306,images/306.jpg,What does the electric street sign say?,"['proceed', ""don't walk"", 'yield', 'walk']",don't walk,Proceed,0.3687202930450439,0
307,images/307.jpg,What type items are in the rolled item here?,"['lab specimens', 'clothing', 'animals', 'books']",clothing,Clothing,0.9341829419136048,1
308,images/308.jpg,In what type of location are they playing with the body board?,"['room', 'beach', 'park', 'store']",room,Room,0.6561588644981384,1
309,images/309.jpg,What kind of footwear is the walker wearing?,"['none', 'shoes', 'sandals', 'socks']",shoes,Socks,0.3358885943889618,0
310,images/310.jpg,Which fruit can hurt your eyes if you peel it holding your face too close to it?,"['banana', 'pear', 'orange', 'mango']",orange,Orange,0.3926899433135986,1
311,images/311.jpg,What are towels generally made of?,"['linen', 'rayon', 'cotton', 'spandex']",cotton,Cotton,0.9602550864219666,1
312,images/312.jpg,Where are the cats sitting on top of?,"['newspaper', 'keyboard', 'lap', 'board game']",keyboard,Keyboard,0.9126460552215576,1
313,images/313.jpg,What type of dog is it?,"['domestic pet', 'stray dog', 'service dog', 'police dog']",domestic pet,Stray dog,0.5760371685028076,0
314,images/314.jpg,They are likely sitting down to enjoy what meal of the day?,"['dinner', 'snack', 'breakfast', 'lunch']",breakfast,Breakfast,0.7749095559120178,1
315,images/315.jpg,How many people have skateboards?,"['five', 'four', 'two', 'ten']",two,2,0.9641135931015016,0
316,images/316.jpg,The most abundant cake has a topping with which color?,"['black', 'magenta', 'white', 'blue']",white,Blue,0.7590076327323914,0
317,images/317.jpg,What animals are in the field?,"['zebra', 'lion', 'cheetah', 'tiger']",zebra,Zebra,0.9942200183868408,1
318,images/318.jpg,What is this umbrella used for?,"['fashion', 'rain', 'sun', 'lighting']",lighting,Lighting,0.9756199717521667,1
319,images/319.jpg,What family member in a household would this room most likely belong to?,"['son', 'daughter', 'infant', 'grandparent']",son,Grandparent,0.6237344145774841,0
320,images/320.jpg,What is the man's left hand holding?,"['head', 'ceiling', 'dog', 'skateboard']",skateboard,Skateboard,0.8070005178451538,1
321,images/321.jpg,Who would sit here?,"['pianist', 'driver', 'employee', 'teacher']",employee,Employee,0.935812771320343,1
322,images/322.jpg,What is the cat playing with?,"['spoon', 'remote', 'knife', 'ball']",knife,Knife,0.8998635411262512,1
323,images/323.jpg,The piece of clothing the woman in the picture is wearing on her hands normally serves what purpose?,"['fashion', 'prevention', 'cure', 'protection']",fashion,Protection,0.8823646306991577,0
324,images/324.jpg,What is on the umbrella?,"['fish', 'whale', 'dolphin', 'rain']",whale,Dolphin,0.4705686867237091,0
325,images/325.jpg,What police force does the police car behind the truck belong to probably?,"['detroit', 'new york', 'baltimore', 'washington dc']",new york,New york,0.7555213570594788,1
326,images/326.jpg,What apparel company is sponsoring the tennis match?,"['polo', 'dkny', 'fendi', 'ferragamo']",polo,Polo,0.7390144467353821,1
327,images/327.jpg,What is the weather like?,"['hail', 'snow', 'rain', 'sun']",rain,Rain,0.9829896688461304,1
328,images/328.jpg,What action is the woman probably getting ready to perform with her phone?,"['browse', 'call', 'text', 'selfie']",selfie,Selfie,0.9224702715873718,1
329,images/329.jpg,What kind of car is it?,"['suv', 'sedan', 'sports car', 'mini van']",sports car,Sedan,0.8305732607841492,0
330,images/330.jpg,What sort of surface/substance does the conveyance with a problem here move upon?,"['sea', 'sky', 'rail', 'road']",road,Road,0.873063325881958,1
331,images/331.jpg,What is the purpose of the two tallest structures?,"['for advertisement', 'for weather', 'for reception', 'for visibility']",for reception,Reception,0.2630085349082947,0
332,images/332.jpg,What is the vehicle in front of the cars?,"['bus', 'motorcycle', 'train', 'bicycle']",bicycle,Bicycle,0.9174363613128662,1
333,images/333.jpg,The thing on the ceiling performs what function?,"['heating', 'cooking', 'cleaning', 'cooling']",cooling,Cooling,0.9864733219146729,1
334,images/334.jpg,Why do people have their arms up?,"['to signal', 'to wave', 'to catch', 'to cheer']",to catch,Catch,0.5993110537528992,0
335,images/335.jpg,How many lights are visible in the room?,"['two', 'three', 'five', 'six']",two,2,0.5474809408187866,0
336,images/336.jpg,The weather element occurring is also the constituent of what object in the background?,"['river', 'waterfall', 'aqueduct', 'ocean']",ocean,Ocean,0.8346987366676331,1
337,images/337.jpg,Where is this cat located?,"['vet', 'home', 'office', 'store']",home,Home,0.9448667168617249,1
338,images/338.jpg,How many colours of floor tiles are there?,"['three', 'two', 'one', 'four']",two,2,0.3067713677883148,0
339,images/339.jpg,What type of terrain is beyond the table and grill?,"['hilly', 'grassy', 'sandy', 'muddy']",grassy,Grassy,0.6074948906898499,1
340,images/340.jpg,What is the most likely material of the floor?,"['terra cotta', 'marble', 'porcelain', 'vinyl']",porcelain,Vinyl,0.2598349750041961,0
341,images/341.jpg,What time of day is it likely right now?,"['evening', 'morning', 'afternoon', 'night']",morning,Morning,0.4258426427841186,1
342,images/342.jpg,Where is the horse?,"['farm', 'city street', 'ranch', 'parade']",ranch,Ranch,0.7611901164054871,1
343,images/343.jpg,What kind of shot is the man about to hit?,"['drop shot', 'serve', 'forehand', 'backhand']",serve,Serve,0.4023936092853546,1
344,images/344.jpg,What is the animal playing?,"['people', 'rope toys', 'other animals', 'balls']",balls,Balls,0.775222897529602,1
345,images/345.jpg,What color can be seen in the middle of the upper floor?,"['green', 'black', 'teal', 'yellow']",green,Black,0.3324205577373504,0
346,images/346.jpg,What are they waiting to do when they stand next to the street?,"['cross', 'work', 'sit', 'talk']",cross,Cross,0.4146164655685425,1
347,images/347.jpg,What is the black object on the counter in the left corner called?,"['teapot', 'mason jar', 'vase', 'microwave']",teapot,Teapot,0.9630928635597228,1
348,images/348.jpg,Where are the sheep located?,"['farm', 'street', 'mountain', 'park']",street,Street,0.8786593079566956,1
349,images/349.jpg,What is the gray thing on the nearest motorcycle for?,"['displaying wealth', 'rain protection', 'just aesthetics', 'heating food']",rain protection,Rain protection,0.8941388726234436,1
350,images/350.jpg,Which color of clothing is unique to just one of the two people here?,"['white', 'yellow', 'grey', 'black']",grey,Black,0.4403356909751892,0
351,images/351.jpg,What type of structure is being used?,"['cement', 'natural', 'wood', 'plastic']",cement,Cement,0.5646652579307556,1
352,images/352.jpg,What is sitting on top of the bed?,"['sneakers', 'dog', 'sports equipment', 'cat']",sneakers,Sneakers,0.9786681532859802,1
353,images/353.jpg,What is this type of photography called?,"['visual style', 'light emission', 'time lapse', 'infrared']",time lapse,Time lapse,0.946999728679657,1
354,images/354.jpg,What color is the object that the animals have their heads buried in?,"['purple', 'yellow', 'red', 'green']",green,Green,0.8892227411270142,1
355,images/355.jpg,What is sitting on the bench?,"['toys', 'animals', 'statues', 'furniture']",statues,Statues,0.9929847717285156,1
356,images/356.jpg,What hour is shown on the clock?,"['eleven', 'nine', 'eight', 'ten']",ten,Ten,0.3298214077949524,1
357,images/357.jpg,What type of drink are they drinking?,"['soda', 'beer', 'red wine', 'vodka']",red wine,Red wine,0.8107065558433533,1
358,images/358.jpg,What energy is used to cook the turkey?,"['carbon fire', 'gas', 'electricity', 'wood fire']",gas,Electricity,0.6364948153495789,0
359,images/359.jpg,What type of boat is in the water?,"['oil tanker', 'sailing', 'cruise', 'fishing']",cruise,Cruise,0.8216747045516968,1
360,images/360.jpg,What animals are in the field?,"['chicken', 'sheep', 'cow', 'goat']",cow,Cow,0.9354996085166932,1
361,images/361.jpg,What video game system are the men playing?,"['playstation 4', 'xbox one', 'nintendo wii', 'gamecube']",nintendo wii,Wii,0.5844941139221191,0
362,images/362.jpg,What part of the keyboard is shown?,"['letters', 'keypad', 'touchpad', 'trackpad']",keypad,Letters,0.5904291272163391,0
363,images/363.jpg,The playing is using what move?,"['backhand', 'lob', 'forehand', 'serve']",backhand,Forehand,0.67557692527771,0
364,images/364.jpg,Why is the pipe on the back of the truck?,"['to repair', 'to decorate', 'to transport', 'to paint']",to transport,Transport,0.6686604022979736,0
365,images/365.jpg,What is the clear container topped with an orange made out of?,"['paper', 'steel', 'plastic', 'glass']",glass,Glass,0.962028980255127,1
366,images/366.jpg,What brand of electronics is the person using on the desk?,"['microsoft', 'hp', 'apple', 'dell']",apple,Apple,0.9586623311042786,1
367,images/367.jpg,What countries flag can be seen near the front of the classroom?,"['germany', 'italy', 'united kingdom', 'united states']",united states,United states,0.8828224539756775,1
368,images/368.jpg,What city is this shopping center in?,"['los angeles', 'stroud uk', 'paris', 'karachi']",stroud uk,Stroud uk,0.8952201008796692,1
369,images/369.jpg,What is used to pick up the suitcases?,"['rubber band', 'handle', 'tape', 'rope']",handle,Handle,0.8390998840332031,1
370,images/370.jpg,What is coming out of her mouth?,"['food', 'sweat', 'blood', 'smoke']",smoke,Smoke,0.986583650112152,1
371,images/371.jpg,What kind of hat is the man wearing?,"['fedora', 'boater', 'baseball cap', 'newsboy']",newsboy,Fedora,0.6696269512176514,0
372,images/372.jpg,Where are these students?,"['conference room', 'auditorium', 'gym', 'cafeteria']",conference room,Conference room,0.9314056634902954,1
373,images/373.jpg,What footwear is the person walking on?,"['heels', 'tennis shoes', 'sandals', 'flats']",flats,Flats,0.469181478023529,1
374,images/374.jpg,What green fruits or vegetables are in a jar inside the refrigerator?,"['limes', 'green beans', 'pickles', 'celery sticks']",pickles,Pickles,0.4198969602584839,1
375,images/375.jpg,What kind of clock is this?,"['analog', 'digital', 'sundial', 'cuckoo clock']",analog,Analog,0.8585200309753418,1
376,images/376.jpg,How many rooms/areas in the house are immediately visible in the photo?,"['three', 'four', 'one', 'two']",two,2,0.4152863323688507,0
377,images/377.jpg,Which skier is going fastest?,"['sitting', 'right', 'left', 'middle']",left,Right,0.4910090565681457,0
378,images/378.jpg,Why is the person's vest yellow?,"['dress code', 'camouflage', 'visibility', 'fashion']",visibility,Visibility,0.9460917115211488,1
379,images/379.jpg,What number is closest to the number of people that are pushing the bus?,"['six', 'five', 'nine', 'two']",nine,2,0.2997598052024841,0
380,images/380.jpg,What brand made the shoes the hatless man on the left has on?,"['nike', 'sketchers', 'fila', 'adidas']",adidas,Nike,0.4926797151565552,0
381,images/381.jpg,What is the man using?,"['generator', 'oven', 'trampoline', 'refrigerator']",oven,Oven,0.9730960130691528,1
382,images/382.jpg,What area of the baseball field are the players almost colliding over as one blocks the other most likely?,"[""batter's box"", 'home plate', ""catcher's box"", ""pitcher's mound""]",home plate,Catcher's box,0.6235945820808411,0
383,images/383.jpg,Which ingredient offers the most protein?,"['lettuce', 'pepper', 'tomato', 'ham']",ham,Ham,0.9621208906173706,1
384,images/384.jpg,What word is on the pillow?,"['goodbye', 'hello', 'sadness', 'thank you']",hello,Sadness,0.3516108393669128,0
385,images/385.jpg,What is the white appliance on the counter used to make?,"['bagels', 'smoothies', 'toast', 'coffee']",coffee,Coffee,0.6389058232307434,1
386,images/386.jpg,The child holding the controller has what design on their shirt?,"['clown', 'cat', 'cow', 'heart']",heart,Heart,0.9136583805084229,1
387,images/387.jpg,Why is the black net set up behind the batter?,"['safety', 'to film', 'to climb', 'photo opportunities']",safety,Safety,0.6944722533226013,1
388,images/388.jpg,How many animals are staring at the camera?,"['two', 'ten', 'eight', 'four']",four,8,0.2541479170322418,0
389,images/389.jpg,How are these balloons floating?,"['fan', 'wind', 'remote', 'helium']",helium,Helium,0.9693408608436584,1
390,images/390.jpg,What time of day is this?,"['daytime', 'dawn', 'evening', 'night']",daytime,Daytime,0.8851475715637207,1
391,images/391.jpg,Why is the man in the green shirt holding his arms out?,"['to exercise', 'to balance', 'to wave', 'to signal']",to balance,Balance,0.4802889823913574,0
392,images/392.jpg,Where is the most likely location for this bar?,"['school', 'house', 'restaurant', 'office']",house,Restaurant,0.8017123341560364,0
393,images/393.jpg,When does meter enforcement have their days off?,"['pta days', 'holidays', 'weekdays', 'weekend']",weekend,Pta days,0.4250436127185821,0
394,images/394.jpg,What color is the pedestrian powered vehicle on the lot?,"['green', 'red', 'yellow', 'black']",green,Green,0.5562915205955505,1
395,images/395.jpg,What type of lens was used to give this particular photo the distorted look?,"['hubble', 'old time', 'fish eye', 'cats eye']",fish eye,Fish eye,0.4527655839920044,1
396,images/396.jpg,What kind of transportation is shown?,"['road', 'water', 'rail', 'air']",air,Air,0.980639398097992,1
397,images/397.jpg,What is being used as a bun for the burger?,"['bagel', 'donut', 'toast', 'roll']",donut,Donut,0.925159215927124,1
398,images/398.jpg,What type cruciferous vegetable is topping this pie?,"['tomato', 'pepperoni', 'feta', 'broccoli']",broccoli,Broccoli,0.9862099289894104,1
399,images/399.jpg,How many people seem to be sitting down to eat?,"['three', 'two', 'one', 'four']",one,1,0.5567712783813477,0
400,images/400.jpg,What might the lying dogs likely have to do in a bit?,"['herd sheep', 'catch ball', 'pull sleigh', 'eat steak']",herd sheep,Catch ball,0.4472468793392181,0
401,images/401.jpg,How are the two feeling here?,"['playful', 'sad', 'hungry', 'angry']",playful,Playful,0.8763917684555054,1
402,images/402.jpg,The layout of buildings most resembles which period?,"['modern usa', 'historical european', 'japanese housing', 'chinese businesses']",historical european,Historical european,0.8564216494560242,1
403,images/403.jpg,What does the letter on the racket represent?,"['school', 'family', 'corporation', 'town']",corporation,School,0.4244751930236816,0
404,images/404.jpg,Which shape outer walls do the persons sit in for the best view of the airport?,"['square', 'triangle', 'rectangular', 'round']",round,Rectangular,0.3269364237785339,0
405,images/405.jpg,What type of animals are on the grass?,"['elephant', 'zebra', 'giraffe', 'rhino']",giraffe,Giraffe,0.858883798122406,1
406,images/406.jpg,What is the woman's job called?,"['jumper', 'jockey', 'rider', 'equestrianism']",equestrianism,Jockey,0.8771696090698242,0
407,images/407.jpg,What type of cusuine is presented?,"['southern', 'jamaican', 'gourmet', 'asian']",asian,Asian,0.964965045452118,1
408,images/408.jpg,What is the purpose of the masonry on the wall to the left of the kitchen?,"['fireplace', 'structural wall', 'home foundation', 'visual aesthetics']",fireplace,Visual aesthetics,0.4809876382350921,0
409,images/409.jpg,What type of phones are being used?,"['pay', 'rotary', 'landline', 'cellular']",cellular,Cellular,0.9961526989936828,1
410,images/410.jpg,What profession might this man work as?,"['politician', 'bartender', 'sherriff', 'librarian']",sherriff,Sheriff,0.7569662928581238,0
411,images/411.jpg,Which location here fries snacks on site?,"['dunkin coffee', 'pizza shop', 'party store', 'cheese monger']",dunkin coffee,Pizza shop,0.3644760251045227,0
412,images/412.jpg,What is hanging from the woman's back pocket?,"['phone charger', 'necklace', 'keys', 'handkerchief']",keys,Phone charger,0.35081747174263,0
413,images/413.jpg,What is the item with all of the visible black seeds called?,"['kiwi', 'honeydew', 'watermelon', 'apple']",kiwi,Kiwi,0.5355281233787537,1
414,images/414.jpg,Why is the man standing in the dirt?,"['target practice', 'playing baseball', 'farming', 'making fort']",playing baseball,Playing baseball,0.9615992307662964,1
415,images/415.jpg,What is device on the small black box below the laptop on the left?,"['istarter', 'ipod', 'ipad', 'iphone']",ipod,Ipod,0.7077410221099854,1
